Tusk Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Shield Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Trooper,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Seeker,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Roller,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Flameblade,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Butcher,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Shield Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Shield Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Ballista,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Mortar Bombard,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Predator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Dargyn Pilot,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Plains Commander,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Aerial Commander,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Command Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Recon Commander,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Elite Shield Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Erra,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Orphid Husks,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ashen Kuaka,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Kuva Hyekka,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Kuva Trokarian,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Undying Flyer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Reaver,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Larvling,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Neurodes,Common (50.00%)
,Region Resource,Common (50.00%)
,,
Ratel,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Minima Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Bailiff,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Flameblade,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Hyekka Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Powerclaw,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Seeker,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nightwatch Brunt Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Specter Particles,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Spectral Debris,Very Common (100.00%)
,,
Aerolyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Brachiolyst,Resource Drop Chance: 10.00%,Resource Drop Chance: 10.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Summulyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Tyro Battalyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (100.00%)
,,
Tyro Conculyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Tyro Conculyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (100.00%)
,,
Ortholyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Symbilyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Juno Fog Comba,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Sap Comba,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Nul Comba,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Slo Comba,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Nullifier Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Sniper Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Malleus Machinist,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Dera Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Disc Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Geminex Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Glaxion Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Jactus Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Juno Oxium Osprey,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Oxium,Very Common (100.00%)
,,
Juno Shield Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Test Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Terra Jackal,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Vomvalyst,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (100.00%)
,,
Eidolon Vomvalyst,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Intact Sentient Core,Very Common (100.00%)
,,
Zealoid Prelate,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Region Resource,Very Common (97.42%)
,Nitain Extract,Rare (2.58%)
,,
Saturn Six Fugitive,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Neurodes,Common (50.00%)
,Region Resource,Common (50.00%)
,,
Wolf Of Saturn Six,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Region Resource,Very Common (97.42%)
,Nitain Extract,Rare (2.58%)
,,
Wolf Of Saturn Six,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Region Resource,Very Common (97.42%)
,Nitain Extract,Rare (2.58%)
,,
Guardsman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Albrecht Entrati's Netracell (Level 190 - 210),Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Melee Arcane Adapter,Uncommon (20.00%)
,Crimson Archon Shard,Rare (9.17%)
,Azure Archon Shard,Rare (9.17%)
,Amber Archon Shard,Rare (9.17%)
,Melee Fortification,Rare (5.62%)
,Melee Exposure,Rare (5.62%)
,Melee Animosity,Rare (5.62%)
,Melee Retaliation,Rare (5.62%)
,Melee Influence,Rare (5.62%)
,Melee Crescendo,Rare (5.62%)
,Melee Vortex,Rare (5.62%)
,Melee Duplicate,Rare (5.62%)
,Tauforged Crimson Archon Shard,Rare (2.50%)
,Tauforged Azure Archon Shard,Rare (2.50%)
,Tauforged Amber Archon Shard,Rare (2.50%)
,,
Zenith Granum Crown Cache,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Zenith Granum Crown,Very Common (100.00%)
,,
Granum Crown Cache,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Granum Crown,Very Common (100.00%)
,,
Exemplar Granum Crown Cache,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Exemplar Granum Crown,Very Common (100.00%)
,,
Arcane Boiler,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nauseous Void Shade,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Void Shade,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Alad V,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Misery,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Steel Essence,Very Common (100.00%)
,,
Attack Drone,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Attack Drone,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ambulas,Resource Drop Chance: 50.00%,Resource Drop Chance: 50.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Remech Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Angst,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Steel Essence,Very Common (100.00%)
,,
Captain Vor,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Mutalist Osprey Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nox,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Torment,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Steel Essence,Very Common (100.00%)
,,
Drover Bursa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Datalyst,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Nemes,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Oxium,Very Common (100.00%)
,,
Corvette,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ranger,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Quanta Ranger,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Penta Ranger,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frigate,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Common Corpus Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Common Corpus Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (75.88%)
,Nav Coordinate,Uncommon (22.11%)
,Oxium,Rare (2.01%)
,,
Uncommon Corpus Storage Container,Resource Drop Chance: 200.00%,Resource Drop Chance: 200.00%
,Cubic Diodes,Very Common (77.44%)
,Isos,Uncommon (22.56%)
,,
Uncommon Corpus Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Uncommon Corpus Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (75.88%)
,Nav Coordinate,Uncommon (22.11%)
,Oxium,Rare (2.01%)
,,
Lynx,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Gox,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Cannon Battery,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Locust Drone,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Ancient,Resource Drop Chance: 4.00%,Resource Drop Chance: 4.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Councilor Vay Hek,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Corpus Power Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corpus Power Carrier,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Corpus Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Abandoned Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (100.00%)
,,
Sapping Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Isolator Bursa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Violence,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Steel Essence,Very Common (100.00%)
,,
Nervo,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Elite Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Eviscerator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kavat,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Kubrow,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Kuva Elite Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Eviscerator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Drahk Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Napalm,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Bombard,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Hyekka Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Scorch,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Hellion Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Drahk,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Kuva Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Shield Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Trooper,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Seeker,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Roller,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Flameblade,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Butcher,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Powerclaw,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Ballista,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Power Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Scorpion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Draga,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Fusion Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ghoul Devourer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ghoul Auger,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ghoul Auger Alpha,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ghoul Expired,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ghoul Rictus Alpha,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Lephantis,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Infested Corpus,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Ancient Infested,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Infested Grineer,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Artificer,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Carabus,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Oxium,Very Common (100.00%)
,,
Drahk Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Arid Butcher,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frontier Butcher,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Napalm,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Arid Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Bombard,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Hyekka Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frontier Bailiff,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Bailiff,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Bailiff,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Hyekka,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Ogma,Resource Drop Chance: 12.50%,Resource Drop Chance: 12.50%
,Region Resource,Very Common (100.00%)
,,
Bailiff Defector,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Elite Arid Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Elite Frontier Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Arid Eviscerator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frontier Eviscerator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Scorch,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Kuva Dargyn,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frontier Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Hellion Power Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Hellion Power Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Arid Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Frontier Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Sprag,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Ven'Kra Tel,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (100.00%)
,,
Drahk,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Shield Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Trooper,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Lancer Dreg,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Commander,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Commander,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Common Grineer Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Common Grineer Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (100.00%)
,,
Common Grineer Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Common Grineer Storage Container,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Cubic Diodes,Very Common (100.00%)
,,
Common Grineer Storage Container,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Carbides,Very Common (100.00%)
,,
Uncommon Grineer Storage Container,Resource Drop Chance: 200.00%,Resource Drop Chance: 200.00%
,Carbides,Very Common (75.88%)
,Gallos Rods,Uncommon (22.11%)
,Komms,Rare (2.01%)
,,
Uncommon Grineer Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Uncommon Grineer Storage Container,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
